code_postale;nom_commune
25170;burgille
25170;burgille
25120;cernay l eglise
25170;champvans les moulins
25270;chapelle d huin
25840;chateauvieux les fosses
25190;les terres de chaux
25430;chazot
25320;chemaudin et vaux
25530;chevigney les vercel
25440;chouzelot
25340;pays de clerval
25300;la cluse et mijoux
25390;consolation maisonnettes
25440;cussey sur lison
25440;cussey sur lison
25870;cussey sur l ognon
25110;dammartin les templiers
25450;damprichard
25750;desandans
21450;ampilly les bordes
25510;domprel
21700;arcenant
25300;doubs
21410;arcey
25440;echay
21340;aubigny la ronce
25800;epenoy
21540;aubigny les sombernon
25290;epeugney
21120;avelanges
25580;etalans
21460;bard les epoisses
25330;eternoz
21910;barges
25260;etouvans
21490;bellefond
25250;etrappe
21510;bellenod sur seine
25250;faimbe
21290;beneuvre
25490;fesches le chatel
21310;bezouotte
25470;fessevillers
21270;binges
25720;fontain
21540;blaisy haut
25340;fontenelle montby
21440;bligny le sec
25110;fontenotte
21520;boudreville
25300;les fourgs
21360;bouhey
25170;franey
21250;bousselange
25270;gevresin
21260;boussenois
25360;glamondans
21560;bressey sur tille
25360;gonsans
21570;brion sur ource
25470;goumois
21150;bussy le grand
25150;goux les dambelin
21430;censerey
25210;grand combe des bois
21210;champeau en morvan
25390;fournets luisans
21690;charencey
25510;grandfontaine sur creuse
21610;chaume et courchamp
25110;grosbois
21450;chaume les baigneux
25310;herimoncourt
21700;chaux
25170;jallerange
21800;chevigny st sauveur
25370;jougne
21270;cirey les pontailler
25160;labergement ste marie
21490;clenay
25820;laissey
21220;collonges les bevy
25210;laval le prieure
21110;collonges et premieres
25440;lavans quingey
21190;corpeau
25510;laviron
21160;couchey
25270;levier
21460;courcelles fremoy
25190;liebvillers
21310;cuiserey
25440;liesle
21380;curtil st seine
25930;lods
21580;cussey les forges
25440;lombard
21350;dampierre en montagne
25690;longechaux
21121;darois
25690;longemaison
21430;diancey
25380;longevelle les russey
21390;dompierre en morvan
25650;la longeville
21510;echalot
25250;mancenans
21170;echenon
25640;marchaux chaudefontaine
21360;ecutigny
25410;mercey le grand
21380;epagny
25870;merey vieilley
21220;epernay sous gevrey
25190;montancy
21220;l etang vergy
25260;montenois
21600;fenay
25320;montferrand le chateau
21130;flagey les auxonne
25650;montflovin
21150;frolois
25111;montgesoye
21110;genlis
25500;montlebon
21520;gevrolles
25660;montrond le chateau
21540;grenant les sombernon
25680;montussaint
21150;jailly les moulins
25660;morre
21460;jeux les bard
25500;morteau
21340;val mont
25240;mouthe
21250;labruyere
25330;nans sous ste anne
21760;lamarche sur saone
25580;les premiers sapins
21250;lanthes
25120;orgeans blanchefontaine
21440;lery
25620;ornans
21290;leuglay
25690;passonfontaine
21110;longeault pluvault
25190;peseux
21110;longecourt en plaine
25310;pierrefontaine les blamont
21600;longvic
25210;plaimbois du miroir
21150;lucenay le duc
25340;pompierre sur doubs
21230;magnien
25115;pouilley les vignes
21140;magny la ville
25380;provenchere
21130;magny montarlot
25430;rahon
21330;marcenay
25240;reculfoz
21430;marcheseuil
25160;remoray boujeons
21390;marcigny sous thil
25340;roche les clerval
21320;martrois
25440;rouhe
21140;massingy les semur
25640;roulans
21270;maxilly sur saone
25290;rurey
21320;meilly sur rouvres
25370;st antoine
21580;le meix
25640;st hilaire
21150;menetreux le pitois
25550;st julien les montbeliard
21380;messigny et vantoux
25260;st maurice colombier
21310;mirebeau sur beze
25630;ste suzanne
21210;missery
25410;st vit
21500;montbard
25430;sancey
21460;montberthault
25580;saules
21500;montigny montfort
25750;semondans
21140;montigny sur armancon
25380;surmont
21520;montigny sur aube
25400;taillecourt
21220;morey st denis
25680;tallans
21400;mosson
25220;thise
21390;nan sous thil
25320;thoraise
21330;nicey
25310;thulay
21340;nolay
25300;verrieres de joux
21450;oigny
25660;la veze
21610;orain
25870;vieilley
21360;painblanc
21130;poncey les athee
21250;pouilly sur saone
21610;pouilly sur vingeanne
21700;premeaux prissey
21400;prusly sur ource
21800;quetigny
21290;recey sur ource
21310;reneve
21390;roilly
21530;rouvray
21530;st andeux
21700;st bernard
21290;st broing les moines
21350;ste colombe en auxois
21400;ste colombe sur seine
21690;st helier
21170;st jean de losne
21490;st julien
21410;ste marie sur ouche
21540;st mesmin
21270;st sauveur
21440;st seine l abbaye
21170;st usage
21590;santenay
21340;santosse
21360;saussey
21540;savigny sous malain
21910;savouges
21220;segrois
21150;seigny
21320;semarey
21220;semezanges
21450;semond
21500;senailly
21270;talmay
21120;tarsul
21110;tart le bas
21110;tart
21320;thoisy le desert
21250;tichey
21460;toutry
21170;trouhans
21150;venarey les laumes
21330;verdonnet
21260;veronnes
21520;veuxhaulles sur aube
21540;vieilmoulin
21200;vignoles
21210;villargoix
21350;villeberny
21350;villy en auxois
21250;villy le moutier
21400;vix
21190;volnay
21230;voudenay
25360;adam les passavant
25530;adam les vercel
25300;arcon
25520;arc sous cicon
25520;aubonne
25870;les auxons
25550;bavans
25380;belleherbe
25200;bethoncourt
25190;bief
25330;bolandoz
25210;bonnetage
25360;bouclans
25150;bourguignon
25340;branne
25250;bretigney
25600;brognard
25320;busy
25440;by
25320;byans sur doubs
25380;chamesey
25330;chantrans
25440;charnay
25640;chatillon guyotte
25440;chay
25770;chemaudin et vaux
25170;chevigney sur l ognon
25330;cleron
25340;pays de clerval
25500;les combes
25410;corcondray
25440;courcelles
25530;courtetain et salans
25270;crouzet migette
25680;cubrial
25680;cubry
25150;dambelin
2220;braine
25230;dasle
2110;brancourt le grand
25330;deservillers
2240;brissay choigny
25580;durnes
2220;bruys
25480;ecole valentin
2500;bucilly
25480;ecole valentin
2870;bucy les cerny
25140;les ecorces
2350;bucy les pierrepont
25150;ecurcey
2810;bussiares
25170;emagny
2420;le catelet
25330;eternoz
2300;caumont
25580;fallerans
2240;cerizy
25470;ferrieres le lac
2870;cerny les bucy
25330;fertans
2220;cerseuil
25190;feule
2270;chalandry
25500;les fins
2670;champs
25370;fourcatier et maison neuve
2310;charly sur marne
25190;froidevaux
2400;charteves
25390;fuans
2160;chaudardes
25240;gellin
2000;chavignon
25870;geneuille
2270;chevresis monceau
25510;germefontaine
2400;chierry
25650;gilley
2880;chivres val
25190;glere
2130;cierges
25190;glere
2000;clacy et thierret
25440;goux sous landet
25650;hauterive la fresse
25620;l hopital du grosbois
25340;l hopital st lieffroy
25250;hyemondans
25160;labergement ste marie
25130;villers le lac
25550;laire
25170;lantenne vertiere
25170;lavernay
25270;levier
25330;lizine
25330;longeville
25370;longevilles mont d or
25110;luxiol
25120;maiche
25620;malbrans
25620;mamirolle
25250;marvelise
25700;mathay
25410;mercey le grand
25170;moncley
25210;mont de laval
25120;mont de vougney
25660;montfaucon
25920;mouthier haute pierre
25360;osse
25520;ouhans
25530;ouvans
25360;passavant
25510;pierrefontaine les varans
25170;placey
25440;le val
25300;pontarlier
70300;abelcourt
25240;les pontets
70280;amage
25640;pouligney lusans
70200;amblans et velotte
25250;rang
70110;autrey les cerre
25150;remondans vaivre
70100;auvet et la chapelotte
25110;rillans
70000;auxon
25560;la riviere drugeon
70140;bard les pesmes
25310;roches les blamont
70300;baudoncourt
25680;rougemont
70270;belonchamp
25640;rougemontot
70400;belverne
25170;sauvagney
70210;betoncourt st pancras
25110;silley blefond
70500;betoncourt sur mance
25600;sochaux
70110;beveuge
25190;solemont
70500;bousseraucourt
25520;sombacour
70100;broye les loups et verfontaine
25320;torpes
70360;bucey les traves
25370;touillon et loutelet
70230;cenans
25470;urtiere
70600;champlitte
25700;valentigney
70600;champlitte
25190;valonne
70600;champlitte
25190;vaufrey
70100;champtonnay
25160;vaux et chantegrue
70100;champvans
25870;venise
70140;chancey
25640;vennans
70700;charcenne
25390;vennes
70240;chateney
70500;chauvirey le chatel
70500;chauvirey le vieil
2340;montcornet
70400;chenebier
2330;monthurel
70190;cirey
2310;montreuil aux lions
70230;cognieres
2610;moy de l aisne
70000;colombe les vesoul
2880;nanteuil la fosse
70240;colombotte
2500;neuve maison
70120;combeaufontaine
2200;noyant et aconin
70160;contreglise
2450;oisy
70000;coulevon
2480;ollezy
70400;couthenans
2100;omissy
70100;cresancey
2860;orgeval
70400;crevans et la chapelle les granges
2390;origny ste benoite
70210;dampvalley st pancras
2370;ostel
70210;demangevelle
2360;parfondeval
70180;denevre
2310;pavant
70310;esmoulieres
70110;esprels
70310;faucogney et la mer
70160;faverney
70360;ferrieres les scey
70230;fontenois les montbozon
70800;francalmont
70200;franchevelle
70180;francourt
70600;framont
70700;frasne le chateau
70270;fresse
70110;georfans
70120;gourgeon
70400;granges la ville
70170;grattery
70440;haut du them chateau lambert
70400;hericourt
70700;igny
70500;jussey
70500;lambrey
70230;larians et munans
70200;magny jobert
70500;magny les jussey
70200;magny vernois
70210;mailleroncourt st pancras
70190;la malachere
70120;melin
70210;melincourt
70180;membrey
70130;mercey sur saone
70400;mignavillers
70140;montagney
70500;montigny les cherlieu
70110;montjustin et velotte
70100;montureux et prantigny
70120;la roche morey
70100;nantilly
70000;navenne
70130;neuvelle les la charite
70500;ouge
2130;villers sur fere
70200;palante
70190;perrouse
70140;pesmes
2140;voharies
70210;polaincourt et clairefontaine
70240;pomoy
70130;la romaine
70130;la romaine
70170;port sur saone
70100;poyans
70170;provenchere
70160;purgerot
70000;quincey
70280;raddon et chapendu
70180;roche et raucourt
70250;ronchamp
70500;rosieres sur mance
70110;st ferjeux
70500;st marcel
70310;ste marie en chanois
70110;st sulpice
70140;sauvigney les pesmes
70240;servigney
70130;seveux motey
70130;soing cubry charentenay
70190;sorans les breurey
70150;tromarey
70210;vauvillers
70700;vaux le moncelot
70200;adelans et le val de bithaine
70000;velle le chatel
70210;ambievillers
70700;vellemoz
70100;apremont
70700;velloreille les choye
70120;arbecey
70200;la vergenne
70600;argillieres
70400;verlans
70200;arpenans
70160;la villedieu en fontenette
70100;arsans
70310;la voivre
70500;augicourt
70200;vouhenans
70700;autoreille
70150;vregille
70200;les aynans
71370;l abergement ste colombe
70800;bassigney
71460;ameugny
70100;beaujeu st vallier pierrejux quitteur
71540;barnay
70300;betoncourt les brotte
71120;baron
70700;bonnevent velloreille
71220;beaubery
70110;borey
71580;beaurepaire en bresse
70500;bougey
71620;bey
70230;bouhans les montbozon
71460;bissy sur fley
70800;bouligney
71250;blanot
70800;bourguignon les conflans
71460;bonnay
70300;brotte les luxeuil
71330;bouhans
70280;la bruyere
71320;la boulaye
70500;cendrecourt
71460;bresse sur grosne
70300;la chapelle les luxeuil
71670;le breuil
70100;chargey les gray
71460;burzy
70170;chargey les port
71530;champforgeuil
70120;charmes st valbert
21340;change
70360;chassey les scey
71460;chapaize
70190;chaux la lotiere
71130;la chapelle au mans
70400;chavanne
71570;la chapelle de guinchay
70150;chenevrey et morogne
71520;la chapelle du mont de france
70800;conflans sur lanterne
71320;charbonnat
70300;la corbiere
71260;charbonnieres
70200;la cote
71270;charette varennes
70700;cugney
71170;chassigny sous dun
70200;dambenoit les colombe
71310;la chaux
70230;dampierre sur linotte
71960;chevagny les chevrieres
70180;dampierre sur salon
71220;chevagny sur guye
70180;delain
71520;navour sur grosne
70000;echenoz le sec
71460;cortevaix
70160;equevilley
71170;coublanc
70150;etuz
71680;creches sur saone
70120;fedry
71480;cuiseaux
70160;fleurey les faverney
71130;curdin
70800;fleurey les st loup
71460;curtil sous burnand
70130;fretigney et velloreille
71510;dennevy
70200;froideterre
71640;dracy le fort
70000;frotey les vesoul
71580;le fay
70500;gevigney et mercey
71340;fleury la montagne
70700;gezier et fontenelay
71120;fontenay
70110;gouhenans
71330;frangy en bresse
70190;grandvelle et le perrenot
71440;la frette
70100;gray la ville
71960;fuisse
70440;haut du them chateau lambert
71590;gergy
70210;hurecourt
71430;grandvaux
70000;le magnoray
71760;grury
70200;magny danigon
71620;guerfand
70140;malans
71160;les guerreaux
70200;malbouhans
71130;gueugnon
70100;mantoche
71220;la guiche
70110;melecey
71600;hautefond
70110;moimay
71290;huilly sur seille
70120;molay
71760;issy l eveque
70210;montdore
71640;jambles
70180;montot
71460;joncy
70500;montureux les baulay
71290;jouvencon
70140;motey besuche
71570;leynes
70700;oiselay et grachaux
71110;ligny en brionnais
70300;ormoiche
71290;loisy
70600;pierrecourt
71540;lucenay l eveque
70150;pin
71000;macon
70800;la pisseure
71340;mailly
70210;pont du bois
71460;malay
70190;quenoche
71300;marigny
70500;raincourt
71340;melay
70500;ranzevelle
71640;mellecey
70130;ray sur saone
71470;menetreuil
70200;rignovelle
71640;mercurey
70190;rioz
71640;mercurey
70230;roche linotte et sorans cordiers
71390;montagny les buxy
70200;roye
71710;montcenis
70360;rupt sur saone
71270;mont les seurre
70270;st barthelemy
71360;morlet
70130;st gand
71160;la motte st jean
70200;st germain
71170;mussy sous dun
70100;st loup nantouard
71240;nanton
70400;saulnot
71270;navilly
70400;saulnot
71370;ouroux sur saone
70360;scey sur saone et st albin
71700;ozenay
70110;senargent mignafans
71120;ozolles
70440;servance miellin
71350;palleau
70130;soing cubry charentenay
71420;perrecy les forges
70500;tartecourt
71510;perreuil
70120;tincey et pontrebeau
71160;perrigny sur loire
70190;traitiefontaine
71400;la petite verriere
70100;le tremblois
25410;villars st georges
71960;pierreclos
70190;tresilley
25150;villars sous ecot
71270;pierre de bresse
70140;valay
25580;voires
71270;pontoux
70160;le val st eloi
25430;vyt les belvoir
71220;pressy sous dondin
70190;vandelans
71290;rancy
70100;velesmes echevanne
71540;reclesne
70130;la vernotte
71160;rigny sur arroux
70000;vesoul
71220;st andre le desert
70000;villeparois
71220;st bonnet de joux
70110;villersexel
71310;st bonnet en bresse
70170;villers sur port
71460;st clement sur guye
70120;villers vaudey
71620;st didier en bresse
70500;vitrey sur mance
71110;st didier en brionnais
70200;vy les lure
71190;st didier sur arroux
71380;alleriot
71490;st emiland
71400;antully
5800;aubessagne
71370;st etienne en bresse
71110;anzy le duc
71670;st firmin
71400;autun
71260;st gengoux de scisse
71400;autun
71330;st germain du bois
71500;bantanges
5800;le glaizil
71490;st gervais sur couches
71960;berze le chatel
71460;st huruge
71960;berze la ville
71210;st julien sur dheune
71260;bissy la maconnaise
71380;st marcel
71350;les bordes
71220;st martin de salencey
71520;bourgvilain
71640;st martin sous montaigu
71150;bouzeron
71260;st maurice de satonnay
71190;brion
71570;st symphorien d ancelles
71390;cersot
71570;st symphorien d ancelles
71140;chalmoux
71800;st symphorien des bois
71100;chalon sur saone
71390;st vallerin
71460;champagny sous uxelles
71250;st vincent des pres
71120;champlecy
71260;la salle
71500;la chapelle naude
71390;saules
71570;chasselas
71350;saunieres
71150;chassey le camp
71440;savigny sur seille
71800;chatenay
71310;serley
71260;clesse
5800;st jacques en valgodemard
71310;serrigny en bresse
71250;cluny
71100;sevrey
71460;collonge en charollais
71250;sigy le chatel
71540;cordesse
71250;taize
71490;creot
71330;le tartre
71290;cuisery
71350;toutenant
71460;culles les roches
71440;tronchy
71150;dezize les maranges
71120;vendenesse les charolles
71480;dommartin les cuiseaux
71130;vendenesse sur arroux
71520;dompierre les ormes
71110;vindecy
71420;dompierre sous sanvignes
71260;vire
71490;dracy les couches
71140;vitry sur loire
71380;epervans
71510;essertenne
71240;etrigny
71580;flacey en bresse
71390;fley
71580;frontenaud
71290;la genete
71460;germagny
71800;gibles
71160;gilly sur loire
71300;gourdon
71600;l hopital le mercier
71960;ige
71480;joudes
71440;juif
71390;jully les buxy
71700;lacrost
71240;laives
71240;lalheue
71380;lans
71530;lessard le national
71500;louhans
71260;lugny
71120;lugny les charolles
71390;marcilly les buxy
71220;le rousset marizy
71220;le rousset marizy
71250;massilly
71250;mazille
71480;le miroir
71500;montagny pres louhans
71110;montceaux l etoile
71500;montcony
71520;montmelard
71510;morey
71130;neuvy grandchamp
71290;ormes
71800;oye
71150;paris l hopital
71260;peronne
71700;plottes
71230;pouilloux
71570;pruzilly
71460;le puley
7110;beaumont
71310;la racineuse
71470;romenay
71390;rosey
71700;royer
71580;saillenard
71570;st amour bellevue
71430;st aubin en charollais
7140;chambonas
71300;st berain sous sanvignes
71390;st boil
7160;le cheylard
71340;st bonnet de cray
71470;ste croix en bresse
71210;st eusebe
71350;st gervais en valliere
7190;gluiras
71510;st gilles
7120;grospierres
